-17223792.0,71011.0,89852.0,15788.0,88525.0,41896.0,67665.0,59461.0,47692.0,69602.0,99637.0,71253.0,15034.0,42776.0,65458.0,95933.0,45236.0,75925.0,23118.0,92077.0,90669.0,41400.0,97122.0,90090.0,62666.0,73434.0,95223.0,95017.0,33847.0,43978.0,93.0,63663.0,6959.0,61857.0,91941.0,86177.0,67820.0,15041.0,56918.0,72028.0,33668.0,77870.0,5928.0,49197.0,60096.0,34560.0,4158.0,75137.0,91956.0,10290.0,16402.0,27209.0,51445.0,85741.0,27624.0,35070.0,92092.0,19235.0,50815.0,424.0,60597.0,99894.0,2753.0,63888.0,20134.0,80918.0,78541.0,11306.0,38392.0,32073.0,32518.0,62583.0,29335.0,8806.0,40657.0,29187.0,44163.0,91936.0,52758.0,56835.0,98676.0,970.0,95154.0,20266.0,46750.0,41914.0,38267.0,33280.0,9852.0,48430.0,60847.0,30119.0,43149.0,64865.0,74142.0,8902.0,70420.0,83273.0,84100.0,89650.0,41300.0
-1883003.0,56048.0,41565.0,92475.0,12727.0,29356.0,25614.0,95532.0,9849.0,11169.0,61991.0,87189.0,36033.0,96430.0,69878.0,49065.0,23607.0,9100.0,13241.0,97460.0,82192.0,3528.0,46286.0,98792.0,35454.0,35588.0,96682.0,89627.0,81145.0,9129.0,33883.0,6910.0,75801.0,25525.0,81384.0,99823.0,4766.0,53751.0,62632.0,37189.0,5350.0,49410.0,43427.0,52569.0,33052.0,9957.0,44583.0,48548.0,76010.0,62306.0,17178.0,83505.0,44347.0,95046.0,18569.0,32717.0,79566.0,36226.0,64134.0,75243.0,90320.0,25897.0,90854.0,74108.0,6207.0,24405.0,94628.0,70704.0,91180.0,37790.0,55193.0,6715.0,85875.0,54051.0,79424.0,50112.0,45544.0,73955.0,47111.0,27672.0,88372.0,72401.0,34389.0,44643.0,48984.0,23922.0,18242.0,55686.0,11794.0,20350.0,92975.0,21292.0,15458.0,90786.0,1518.0,73413.0,31814.0,28321.0,64726.0,53536.0,94463.0
-1119050.0,97717.0,57035.0,22396.0,55794.0,47465.0,97529.0,49207.0,15369.0,90240.0,47497.0,86910.0,71297.0,26940.0,64604.0,77787.0,51463.0,47573.0,75556.0,98168.0,3688.0,14937.0,39995.0,99032.0,31660.0,84870.0,37138.0,79471.0,46470.0,27847.0,33814.0,38795.0,700.0,29627.0,27689.0,62443.0,84957.0,56655.0,29638.0,93416.0,9880.0,4784.0,92687.0,65865.0,52001.0,11259.0,7082.0,70818.0,22205.0,38786.0,95100.0,27028.0,96635.0,78688.0,54097.0,86973.0,59362.0,7804.0,65193.0,35371.0,9057.0,15119.0,41004.0,13120.0,24571.0,24433.0,47821.0,95479.0,37360.0,88542.0,63191.0,67697.0,73347.0,96261.0,70740.0,93144.0,80069.0,70986.0,62077.0,12509.0,20787.0,30985.0,19081.0,73469.0,22796.0,61671.0,23721.0,25221.0,99686.0,97752.0,82735.0,47593.0,37016.0,79205.0,31127.0,81986.0,64500.0,94089.0,35849.0,51917.0,41038.0
-18969323.0,52822.0,94123.0,89138.0,77738.0,67588.0,29666.0,60633.0,82764.0,57580.0,77029.0,49020.0,41606.0,89599.0,10868.0,91620.0,8788.0,93644.0,54188.0,53969.0,10534.0,30070.0,36073.0,72411.0,85519.0,13083.0,74487.0,84212.0,91752.0,70640.0,1016.0,29597.0,64448.0,98777.0,47043.0,3374.0,46288.0,14127.0,81717.0,35136.0,68034.0,92257.0,53967.0,58012.0,70481.0,99740.0,46978.0,4961.0,22838.0,13642.0,69519.0,40863.0,91921.0,55496.0,36798.0,51565.0,3993.0,9482.0,78760.0,49593.0,88992.0,1370.0,2722.0,83481.0,19863.0,67918.0,72432.0,20717.0,20224.0,99244.0,36699.0,27840.0,76710.0,74966.0,37989.0,4004.0,42065.0,56705.0,19344.0,6088.0,72440.0,25121.0,2570.0,8015.0,5257.0,51719.0,40691.0,96467.0,71478.0,28749.0,27415.0,98390.0,77603.0,70296.0,57808.0,16360.0,33527.0,22182.0,97200.0,35859.0,38066.0
1531168.0,6758.0,90082.0,11397.0,19578.0,83344.0,64248.0,879.0,50983.0,40582.0,7752.0,12514.0,96223.0,83756.0,44121.0,42128.0,40990.0,10186.0,8637.0,82587.0,94959.0,89731.0,58655.0,91847.0,79364.0,25402.0,51825.0,42748.0,77562.0,99995.0,49449.0,25164.0,88069.0,94469.0,80502.0,26983.0,80236.0,39618.0,4883.0,75842.0,64517.0,42737.0,53052.0,61552.0,64165.0,76049.0,41236.0,45287.0,52335.0,68442.0,44147.0,57429.0,93804.0,29317.0,58068.0,99932.0,90746.0,13845.0,64198.0,60888.0,49170.0,2447.0,62264.0,20255.0,5854.0,26708.0,67077.0,96031.0,5254.0,22955.0,17391.0,72341.0,92818.0,94563.0,97419.0,71782.0,83333.0,89445.0,9757.0,81350.0,74193.0,61371.0,85107.0,31137.0,6271.0,68635.0,38923.0,94384.0,70606.0,24090.0,1415.0,9991.0,74899.0,82114.0,50714.0,70211.0,77925.0,33822.0,43497.0,40964.0,53899.0
-8088701.0,52534.0,46979.0,98499.0,17407.0,70921.0,70925.0,58563.0,54816.0,65169.0,35467.0,83994.0,34133.0,21932.0,43294.0,91313.0,72728.0,53672.0,9790.0,92720.0,62586.0,86575.0,30561.0,834.0,15261.0,23756.0,23814.0,93912.0,12659.0,92969.0,23421.0,87846.0,80555.0,53718.0,20959.0,65073.0,87852.0,21380.0,35320.0,11978.0,67336.0,24496.0,75323.0,98445.0,58549.0,79359.0,15072.0,7821.0,25107.0,34442.0,74188.0,24229.0,32348.0,58505.0,24988.0,18598.0,93081.0,50736.0,78147.0,27732.0,22610.0,68388.0,32716.0,68478.0,31369.0,12798.0,75513.0,35143.0,12127.0,52934.0,6515.0,57271.0,17416.0,61775.0,13361.0,34258.0,28659.0,98155.0,43951.0,9858.0,7196.0,23057.0,11301.0,93381.0,48739.0,42685.0,71114.0,44293.0,31690.0,92022.0,58977.0,41265.0,30429.0,74569.0,47090.0,41247.0,21679.0,74544.0,84872.0,77887.0,64731.0
-903744.0,10348.0,77054.0,22570.0,97727.0,71289.0,47792.0,64745.0,44733.0,60528.0,14064.0,75920.0,9440.0,47443.0,99239.0,13658.0,17546.0,72886.0,13229.0,1073.0,47663.0,69458.0,24819.0,3184.0,20924.0,6682.0,74818.0,40126.0,30077.0,78769.0,52795.0,55544.0,57564.0,73849.0,9013.0,71654.0,16219.0,3903.0,56046.0,73185.0,75215.0,1066.0,88246.0,82660.0,33958.0,49222.0,84940.0,31394.0,83207.0,2871.0,36830.0,27438.0,44549.0,34686.0,26892.0,76324.0,27757.0,95973.0,23450.0,57507.0,44785.0,60860.0,80703.0,68803.0,17525.0,66244.0,71892.0,49861.0,66929.0,23508.0,25390.0,57205.0,20932.0,31334.0,3441.0,25559.0,82891.0,82684.0,7891.0,67175.0,56858.0,7427.0,53899.0,1383.0,965.0,93248.0,76146.0,46860.0,43494.0,2444.0,81187.0,31074.0,77502.0,81094.0,1069.0,22216.0,27472.0,57687.0,34835.0,70697.0,91922.0
2061115.0,51382.0,88751.0,57625.0,3619.0,65967.0,17934.0,1492.0,40584.0,66888.0,42340.0,35340.0,6222.0,87460.0,15382.0,37156.0,79908.0,91748.0,74110.0,82568.0,9285.0,3087.0,22415.0,8501.0,50695.0,48432.0,36324.0,88098.0,58425.0,78626.0,97339.0,86529.0,85139.0,42392.0,59175.0,35172.0,84978.0,42898.0,54432.0,88716.0,23635.0,65956.0,3748.0,7513.0,81249.0,17709.0,84655.0,23330.0,60753.0,10443.0,31900.0,42532.0,56805.0,27108.0,18436.0,10777.0,4368.0,3089.0,92235.0,66320.0,99140.0,24747.0,82009.0,81716.0,86905.0,43732.0,82281.0,71508.0,50684.0,37127.0,62021.0,40461.0,63827.0,68661.0,77893.0,73365.0,85986.0,2819.0,96573.0,34394.0,28126.0,84667.0,15776.0,74490.0,32421.0,16521.0,58317.0,21519.0,54860.0,26901.0,36716.0,37161.0,74426.0,67532.0,26546.0,12718.0,43092.0,88640.0,99840.0,90887.0,4439.0
-1653973.0,50668.0,21781.0,55703.0,85865.0,14542.0,20284.0,71894.0,81816.0,15279.0,59270.0,72397.0,17391.0,80126.0,62472.0,6591.0,34791.0,28199.0,28538.0,50004.0,87954.0,15007.0,8371.0,58992.0,38529.0,51590.0,91272.0,96914.0,62717.0,98934.0,15261.0,73740.0,18258.0,29934.0,24187.0,30000.0,92147.0,27119.0,5598.0,87591.0,62615.0,30563.0,56777.0,77068.0,92289.0,13.0,74787.0,40128.0,11641.0,21906.0,13900.0,7074.0,60028.0,9878.0,45135.0,12059.0,37882.0,61986.0,60019.0,22760.0,87328.0,80981.0,88147.0,29538.0,23085.0,7714.0,84562.0,26727.0,95082.0,95159.0,91322.0,89457.0,58812.0,84277.0,71306.0,97459.0,41619.0,11275.0,12255.0,61963.0,84605.0,1725.0,7814.0,15990.0,86055.0,12448.0,66694.0,66478.0,82095.0,88503.0,12687.0,58607.0,38003.0,7300.0,73476.0,71901.0,33487.0,62233.0,8913.0,40387.0,4759.0
-7851350.0,34834.0,85509.0,65842.0,4074.0,90942.0,34382.0,69245.0,99799.0,72100.0,8963.0,1556.0,35609.0,60820.0,24165.0,39108.0,72906.0,61210.0,41691.0,63559.0,20823.0,5523.0,36371.0,95.0,82670.0,59855.0,73849.0,70540.0,37387.0,26416.0,25958.0,17666.0,727.0,33979.0,95696.0,92013.0,88393.0,95208.0,63370.0,86572.0,32173.0,60954.0,77411.0,5845.0,61608.0,22128.0,68835.0,85822.0,7142.0,93248.0,47944.0,4331.0,31539.0,713.0,52610.0,40290.0,10166.0,15147.0,66091.0,20335.0,99388.0,20773.0,71385.0,63385.0,46043.0,67344.0,74638.0,61516.0,14479.0,77293.0,70129.0,92760.0,15611.0,82448.0,60385.0,62505.0,17335.0,92810.0,4501.0,21311.0,14445.0,7983.0,49538.0,37289.0,69294.0,73298.0,64285.0,42299.0,1542.0,16749.0,72825.0,54648.0,38882.0,13030.0,37421.0,42494.0,24470.0,94332.0,12922.0,9134.0,89825.0
